driver_id,vehicle_id,age,driving_experience_yr,past_claims,traffic_violations,vehicle_type,vehicle_age_yr,engine_cc,avg_speed_kmh,harsh_braking_per100km,rapid_accel_per100km,cornering_force_avg_g,speeding_pct,night_driving_pct,total_trips,avg_trip_km,trip_completeness_pct,unverified_trips,days_since_policy_start,onboarding_phase,risk_score,risk_category,risk_label
DRV3954,VEH3954,36,9,3,0,SUV,15,800,48.0,1.57,2.65,0.36,7.8,7.4,27,7.3,52.1,15,228,1,0.6791,High Risk,2
DRV3955,VEH3955,46,19,1,0,Two-Wheeler,5,160,85.4,12.81,9.86,0.212,10.1,11.6,38,37.8,50.6,13,37,0,0.6856,High Risk,2
DRV3956,VEH3956,18,0,1,0,Sedan,5,1000,48.2,5.51,2.73,0.428,8.0,0.4,91,48.7,78.1,7,105,1,0.2933,Low Risk,0
DRV3957,VEH3957,37,14,3,2,Van,10,1500,58.2,13.07,2.49,0.241,37.5,6.2,59,16.4,48.6,9,13,0,0.7869,High Risk,2
DRV3958,VEH3958,54,34,2,2,Sedan,3,1400,65.2,0.52,14.81,0.062,4.0,7.4,28,6.4,45.8,2,147,1,0.738,High Risk,2
DRV3959,VEH3959,49,19,2,2,Hatchback,3,2000,58.3,14.39,11.45,0.153,28.6,16.4,45,46.7,55.0,11,344,1,0.6885,High Risk,2
DRV3960,VEH3960,60,13,3,1,Sedan,8,1500,46.1,17.47,5.73,0.296,2.0,47.4,46,41.6,76.5,1,189,1,0.566,Medium Risk,1
DRV3961,VEH3961,50,25,0,1,Hatchback,4,800,91.0,17.99,12.37,0.508,1.8,24.2,58,5.9,64.5,1,271,1,0.6333,High Risk,2
DRV3962,VEH3962,29,0,0,1,Sedan,3,1200,93.6,6.08,14.13,0.054,7.5,46.9,50,24.9,81.9,11,60,0,0.4614,Medium Risk,1
DRV3963,VEH3963,24,1,0,0,Van,14,1500,70.8,10.83,2.99,0.308,45.0,32.3,89,35.0,43.1,12,200,1,0.84,High Risk,2
DRV3964,VEH3964,47,6,1,2,SUV,4,1000,92.0,15.49,5.78,0.16,1.3,20.6,90,15.3,45.3,9,197,1,0.7886,High Risk,2
DRV3965,VEH3965,52,16,1,1,Van,12,1500,57.8,5.13,11.18,0.09,33.2,36.0,99,27.7,52.0,8,17,0,0.7962,High Risk,2
DRV3966,VEH3966,39,14,1,2,Van,6,800,40.4,15.81,13.37,0.292,24.4,30.3,105,6.4,96.8,9,126,1,0.6651,High Risk,2
DRV3967,VEH3967,54,26,0,2,Two-Wheeler,0,150,66.4,5.9,13.99,0.217,14.7,43.1,28,51.4,94.7,10,136,1,0.5159,Medium Risk,1
DRV3968,VEH3968,52,8,0,0,Sedan,9,1800,66.4,13.23,2.95,0.194,34.9,17.8,111,24.7,97.9,14,358,1,0.4651,Medium Risk,1
DRV3969,VEH3969,56,16,0,0,Van,9,800,72.4,3.45,2.36,0.424,39.8,5.7,21,10.4,49.2,3,170,1,0.7062,High Risk,2
DRV3970,VEH3970,52,5,1,1,Sedan,3,800,65.2,6.41,11.94,0.356,11.7,47.3,23,24.5,42.8,8,60,0,0.8175,High Risk,2
DRV3971,VEH3971,46,8,0,0,SUV,2,1400,87.2,5.47,3.25,0.516,37.8,2.3,34,22.7,72.7,4,284,1,0.4283,Medium Risk,1
DRV3972,VEH3972,37,17,1,0,Sedan,4,2000,72.6,6.26,10.61,0.419,25.5,3.2,41,40.1,85.2,1,362,1,0.4608,Medium Risk,1
DRV3973,VEH3973,44,12,0,1,Two-Wheeler,14,110,45.2,17.19,4.67,0.14,39.1,9.4,82,13.4,86.1,6,92,1,0.5238,Medium Risk,1
DRV3974,VEH3974,47,5,2,0,Hatchback,14,1200,88.7,14.59,6.43,0.307,25.7,13.1,43,54.7,50.4,1,195,1,0.8257,High Risk,2
DRV3975,VEH3975,30,5,2,1,Van,11,800,63.4,7.79,5.05,0.355,33.0,14.9,24,37.0,55.3,1,215,1,0.8488,High Risk,2
DRV3976,VEH3976,36,13,0,1,SUV,6,1800,45.5,7.42,8.23,0.547,40.3,27.1,53,12.6,85.6,13,160,1,0.5884,Medium Risk,1
DRV3977,VEH3977,48,20,3,2,SUV,0,800,68.0,6.58,12.37,0.065,36.2,41.1,33,30.4,59.5,10,206,1,0.6994,High Risk,2
DRV3978,VEH3978,27,6,1,0,Hatchback,2,1500,35.1,10.4,7.8,0.249,19.6,42.6,14,21.0,90.0,12,46,0,0.4753,Medium Risk,1
DRV3979,VEH3979,57,9,1,0,Hatchback,8,800,39.8,15.97,9.3,0.225,43.4,17.8,45,40.9,63.4,6,271,1,0.5909,Medium Risk,1
DRV3980,VEH3980,57,11,3,0,Van,13,1000,58.5,15.91,14.62,0.333,40.8,1.4,20,52.8,58.8,5,198,1,0.6959,High Risk,2
DRV3981,VEH3981,53,25,0,0,SUV,2,800,81.8,14.77,9.94,0.174,28.3,44.6,28,35.8,42.7,3,35,0,0.7488,High Risk,2
DRV3982,VEH3982,48,29,0,0,Van,2,1400,48.2,6.71,0.81,0.231,21.8,29.5,13,38.8,83.7,1,154,1,0.3062,Low Risk,0
DRV3983,VEH3983,46,27,2,0,Hatchback,2,1000,72.6,15.8,11.24,0.35,0.7,5.1,80,27.2,62.3,15,334,1,0.5182,Medium Risk,1
DRV3984,VEH3984,22,0,0,1,Hatchback,9,1400,63.9,8.89,0.94,0.199,7.0,36.0,64,4.6,81.2,6,71,0,0.3466,Low Risk,0
DRV3985,VEH3985,59,38,1,1,Sedan,15,800,32.9,14.83,6.74,0.21,39.0,14.6,12,40.0,88.8,12,230,1,0.5649,Medium Risk,1
DRV3986,VEH3986,57,10,0,2,SUV,12,2000,53.4,13.36,15.74,0.196,27.3,32.5,79,53.2,84.6,7,338,1,0.6521,High Risk,2
DRV3987,VEH3987,36,13,2,2,SUV,1,1500,66.6,11.27,14.5,0.093,35.6,8.6,113,4.7,84.1,5,202,1,0.5829,Medium Risk,1
DRV3988,VEH3988,50,4,1,0,Van,15,1000,31.2,12.29,2.61,0.193,35.7,27.3,61,9.2,86.6,10,147,1,0.4682,Medium Risk,1
DRV3989,VEH3989,33,0,3,0,SUV,12,1400,40.6,17.44,5.19,0.327,32.7,29.9,80,46.5,52.1,10,211,1,0.7849,High Risk,2
DRV3990,VEH3990,37,2,1,1,Two-Wheeler,4,150,46.4,4.73,15.94,0.267,26.4,0.3,87,22.7,77.7,6,125,1,0.47,Medium Risk,1
DRV3991,VEH3991,60,36,1,0,Hatchback,15,1000,45.7,0.54,4.51,0.499,26.4,35.8,119,44.8,64.1,3,315,1,0.4169,Medium Risk,1
DRV3992,VEH3992,18,0,0,1,Hatchback,5,1400,47.4,0.53,11.86,0.289,44.9,30.7,96,24.5,85.7,9,352,1,0.4913,Medium Risk,1
DRV3993,VEH3993,47,9,0,1,Two-Wheeler,1,125,57.5,2.14,6.62,0.11,24.9,26.9,36,32.7,51.9,1,16,0,0.7325,High Risk,2
DRV3994,VEH3994,31,6,1,0,Van,3,1200,79.8,4.27,10.64,0.37,28.9,48.2,62,18.1,44.3,11,181,1,0.6684,High Risk,2
DRV3995,VEH3995,45,7,0,1,Sedan,12,800,54.5,13.86,6.21,0.127,15.2,10.7,65,51.4,46.9,2,206,1,0.7732,High Risk,2
DRV3996,VEH3996,47,18,1,1,Hatchback,8,1500,58.3,13.48,7.61,0.51,18.0,4.5,19,35.2,58.6,13,319,1,0.7149,High Risk,2
DRV3997,VEH3997,53,29,2,1,Sedan,5,1400,64.3,4.1,8.97,0.467,2.2,13.0,100,42.4,58.7,6,188,1,0.7559,High Risk,2
DRV3998,VEH3998,50,13,2,1,Sedan,15,1800,75.8,7.98,14.05,0.079,41.0,7.1,104,28.7,95.2,11,254,1,0.5667,Medium Risk,1
DRV3999,VEH3999,32,2,0,1,Hatchback,14,1400,86.9,2.11,10.31,0.351,11.1,48.8,45,15.5,85.0,1,250,1,0.4704,Medium Risk,1
DRV4000,VEH4000,44,20,1,0,Sedan,13,2000,53.7,16.25,4.15,0.425,8.9,43.8,66,21.4,50.4,3,171,1,0.8464,High Risk,2
DRV4001,VEH4001,33,5,3,1,Hatchback,8,1400,75.5,10.99,12.34,0.218,10.2,42.3,106,46.7,58.4,8,8,0,0.8072,High Risk,2
DRV4002,VEH4002,50,7,0,2,Hatchback,8,800,40.5,2.6,3.02,0.246,31.9,31.2,39,40.4,66.5,2,279,1,0.3796,Medium Risk,1
DRV4003,VEH4003,45,2,0,2,Van,11,1800,35.2,6.65,15.55,0.203,35.3,39.3,15,25.2,80.1,8,293,1,0.5959,Medium Risk,1
DRV4004,VEH4004,29,1,1,0,Hatchback,3,1500,91.2,8.63,11.75,0.261,30.3,31.1,32,29.9,79.8,10,211,1,0.5552,Medium Risk,1
DRV4005,VEH4005,25,2,0,0,Sedan,10,1000,74.3,14.1,4.66,0.147,40.1,14.7,28,6.8,47.4,4,104,1,0.7977,High Risk,2
DRV4006,VEH4006,43,21,0,2,Hatchback,1,1800,56.5,10.79,13.37,0.441,25.7,39.2,31,23.4,81.0,1,84,0,0.6412,High Risk,2
DRV4007,VEH4007,21,2,3,0,SUV,6,1000,76.2,17.76,9.4,0.469,8.8,18.4,78,41.5,80.2,13,323,1,0.6322,High Risk,2
DRV4008,VEH4008,59,1,0,2,Hatchback,3,1000,44.8,17.66,7.01,0.529,21.3,13.7,120,25.3,91.4,7,131,1,0.6153,Medium Risk,1
DRV4009,VEH4009,50,18,1,0,Two-Wheeler,15,125,67.4,15.28,13.34,0.329,31.9,8.9,32,25.6,80.4,4,226,1,0.6321,High Risk,2
DRV4010,VEH4010,40,18,0,0,Hatchback,7,1400,80.4,2.22,1.85,0.377,15.9,27.1,67,31.0,79.2,12,212,1,0.3271,Low Risk,0
DRV4011,VEH4011,48,9,3,1,Sedan,5,2000,56.5,7.75,14.88,0.161,30.0,48.3,117,18.1,99.4,7,236,1,0.6182,Medium Risk,1
DRV4012,VEH4012,30,10,1,2,SUV,3,1000,85.3,10.57,5.82,0.238,11.4,7.4,65,7.8,67.2,13,213,1,0.4451,Medium Risk,1
DRV4013,VEH4013,50,29,0,2,Two-Wheeler,1,110,71.0,6.2,10.93,0.287,14.1,49.1,90,31.0,59.2,15,80,0,0.8479,High Risk,2
DRV4014,VEH4014,43,17,0,1,Van,7,1800,73.7,17.47,4.31,0.25,14.4,26.9,36,29.7,66.3,2,154,1,0.5078,Medium Risk,1
DRV4015,VEH4015,59,19,2,0,SUV,15,1200,62.1,0.98,11.8,0.085,33.5,25.9,18,8.1,70.3,8,308,1,0.4308,Medium Risk,1
DRV4016,VEH4016,50,10,0,0,Two-Wheeler,8,100,79.1,17.41,7.43,0.109,24.5,13.8,70,22.6,41.5,7,99,1,0.8346,High Risk,2
DRV4017,VEH4017,57,19,3,0,Sedan,3,1500,78.2,1.43,4.2,0.276,14.3,11.1,117,6.4,72.5,14,219,1,0.322,Low Risk,0
DRV4018,VEH4018,48,6,1,1,Sedan,10,800,73.7,3.28,3.89,0.514,18.1,47.5,44,50.7,51.0,8,202,1,0.6887,High Risk,2
DRV4019,VEH4019,29,0,2,0,Two-Wheeler,15,100,62.3,9.01,7.23,0.094,3.8,42.5,46,4.3,42.9,10,214,1,0.7831,High Risk,2
DRV4020,VEH4020,38,6,0,0,SUV,0,2000,59.7,3.71,12.04,0.316,31.5,16.7,110,6.9,93.9,0,235,1,0.429,Medium Risk,1
DRV4021,VEH4021,21,1,0,0,Sedan,5,1200,46.4,3.02,15.75,0.27,1.0,23.4,101,23.0,42.3,12,246,1,0.8406,High Risk,2
DRV4022,VEH4022,59,4,2,2,SUV,13,1800,72.8,3.71,2.56,0.21,23.1,19.1,87,32.1,43.1,10,148,1,0.7954,High Risk,2
DRV4023,VEH4023,60,27,2,1,SUV,4,1800,77.0,5.55,13.95,0.523,11.5,32.7,64,28.4,43.6,5,150,1,0.7159,High Risk,2
DRV4024,VEH4024,46,23,0,1,Sedan,13,2000,58.6,9.09,11.58,0.069,15.7,1.5,96,36.9,77.6,7,125,1,0.3987,Medium Risk,1
DRV4025,VEH4025,53,27,3,0,Van,6,1800,92.6,4.65,13.37,0.152,14.8,36.0,69,46.9,50.4,8,83,0,0.6748,High Risk,2
DRV4026,VEH4026,29,2,0,2,Van,7,1000,44.7,12.03,6.18,0.07,11.0,0.8,97,30.9,56.7,4,277,1,0.693,High Risk,2
DRV4027,VEH4027,21,0,0,1,Hatchback,1,1200,51.4,8.15,5.47,0.135,15.4,20.9,114,45.5,99.1,5,226,1,0.3422,Low Risk,0
DRV4028,VEH4028,34,8,0,0,SUV,0,1800,69.6,6.9,5.87,0.488,42.6,31.0,98,45.1,70.1,1,262,1,0.5198,Medium Risk,1
DRV4029,VEH4029,59,27,1,0,Two-Wheeler,7,125,72.7,2.96,10.48,0.147,12.7,25.8,17,44.2,69.3,3,53,0,0.3561,Medium Risk,1
DRV4030,VEH4030,24,1,2,0,Two-Wheeler,6,160,35.1,1.57,10.03,0.091,7.3,40.2,107,50.9,60.3,6,236,1,0.3202,Low Risk,0
DRV4031,VEH4031,36,8,3,0,SUV,12,2000,49.2,17.56,10.72,0.496,38.3,29.1,25,25.0,64.3,8,157,1,0.7568,High Risk,2
DRV4032,VEH4032,30,2,0,2,Van,7,1800,79.8,10.15,11.49,0.41,4.2,30.7,10,21.0,88.4,3,77,0,0.5472,Medium Risk,1
DRV4033,VEH4033,23,0,0,2,SUV,6,1000,30.9,9.33,3.1,0.212,30.5,42.9,21,33.4,99.9,4,73,0,0.4637,Medium Risk,1
DRV4034,VEH4034,42,20,0,0,Van,0,800,83.9,1.51,3.14,0.206,14.2,5.5,15,26.7,84.0,5,295,1,0.2167,Low Risk,0
DRV4035,VEH4035,23,4,1,0,Sedan,8,800,90.3,1.16,14.61,0.383,28.8,8.2,67,43.5,55.1,7,341,1,0.7514,High Risk,2
DRV4036,VEH4036,41,8,1,2,SUV,8,1800,89.1,16.15,3.63,0.495,14.4,45.9,14,48.6,93.9,5,137,1,0.648,High Risk,2
DRV4037,VEH4037,43,19,0,1,Two-Wheeler,8,160,44.8,10.9,8.5,0.354,27.7,14.2,107,32.4,89.1,7,107,1,0.509,Medium Risk,1
DRV4038,VEH4038,48,23,0,0,Hatchback,8,1400,79.2,13.82,14.32,0.453,29.5,46.9,84,26.5,76.2,9,265,1,0.7119,High Risk,2
DRV4039,VEH4039,50,5,0,1,Sedan,10,800,78.2,15.6,5.6,0.274,12.0,24.8,58,24.1,85.3,8,326,1,0.5111,Medium Risk,1
DRV4040,VEH4040,27,8,0,0,Two-Wheeler,9,160,63.2,14.83,5.48,0.114,44.4,35.7,95,5.3,76.6,6,265,1,0.5457,Medium Risk,1
DRV4041,VEH4041,61,5,3,0,Hatchback,4,1200,94.8,2.69,8.5,0.181,35.6,0.3,93,43.7,79.2,5,328,1,0.4117,Medium Risk,1
DRV4042,VEH4042,27,2,3,0,Two-Wheeler,8,150,60.9,9.13,8.11,0.162,44.0,49.0,34,47.0,61.2,10,361,1,0.5956,Medium Risk,1
DRV4043,VEH4043,46,19,0,0,Two-Wheeler,2,100,72.7,12.16,9.76,0.351,24.1,45.0,36,28.6,82.7,9,312,1,0.5738,Medium Risk,1
DRV4044,VEH4044,52,28,0,0,Van,7,1200,72.5,16.03,15.79,0.177,1.7,32.9,115,25.9,97.3,12,257,1,0.5565,Medium Risk,1
DRV4045,VEH4045,60,11,1,2,Hatchback,15,1200,58.0,8.65,9.32,0.052,13.9,0.9,59,52.6,78.2,12,226,1,0.4079,Medium Risk,1
DRV4046,VEH4046,20,1,1,2,SUV,0,1000,57.5,8.1,4.58,0.266,16.5,0.8,43,15.5,79.5,0,313,1,0.3684,Medium Risk,1
DRV4047,VEH4047,42,13,0,1,Two-Wheeler,3,110,47.5,17.67,12.01,0.411,21.7,17.6,39,19.7,92.6,8,196,1,0.6269,High Risk,2
DRV4048,VEH4048,19,0,1,0,Hatchback,5,800,31.3,8.76,15.76,0.528,25.5,40.6,75,16.2,74.6,0,315,1,0.6237,High Risk,2
DRV4049,VEH4049,58,37,1,0,Sedan,9,1800,91.2,2.79,2.24,0.076,20.5,15.5,110,7.9,90.8,3,255,1,0.2652,Low Risk,0
DRV4050,VEH4050,25,3,0,0,Hatchback,7,1200,42.3,12.27,7.56,0.374,12.1,21.5,58,11.2,41.3,15,96,1,0.7318,High Risk,2
DRV4051,VEH4051,37,3,2,2,SUV,14,1400,75.7,1.44,4.75,0.278,14.8,27.6,43,43.9,87.7,2,146,1,0.401,Medium Risk,1
DRV4052,VEH4052,58,34,0,0,Two-Wheeler,3,150,82.7,1.4,3.77,0.257,25.3,23.6,44,41.1,42.2,10,273,1,0.726,High Risk,2
DRV4053,VEH4053,58,29,1,0,SUV,15,2000,91.5,13.18,10.91,0.342,34.8,10.7,110,17.0,87.7,2,52,0,0.6112,Medium Risk,1
DRV4054,VEH4054,24,3,2,1,Hatchback,12,800,38.6,7.42,14.48,0.544,44.7,38.6,49,15.0,87.8,12,66,0,0.7344,High Risk,2
DRV4055,VEH4055,45,4,0,2,Sedan,12,2000,35.2,3.09,3.61,0.143,1.5,26.1,28,45.2,64.2,1,318,1,0.2553,Low Risk,0
DRV4056,VEH4056,49,15,0,0,Sedan,11,2000,75.1,9.28,11.85,0.427,44.7,39.3,78,10.2,48.8,4,315,1,0.8307,High Risk,2
DRV4057,VEH4057,52,5,0,1,Hatchback,15,1400,77.1,9.72,11.08,0.403,14.6,20.0,61,29.9,85.9,7,156,1,0.543,Medium Risk,1
DRV4058,VEH4058,53,5,2,0,Two-Wheeler,8,160,49.3,3.08,8.88,0.153,41.9,7.4,25,5.8,82.5,2,71,0,0.4016,Medium Risk,1
DRV4059,VEH4059,51,16,1,2,Two-Wheeler,15,125,75.4,4.99,6.6,0.528,38.8,18.8,62,50.5,57.2,7,58,0,0.7186,High Risk,2
DRV4060,VEH4060,37,4,2,0,Sedan,14,1200,70.8,16.91,12.91,0.459,12.4,7.3,100,27.8,44.0,11,177,1,0.8164,High Risk,2
DRV4061,VEH4061,27,6,3,0,SUV,1,1500,55.0,16.27,11.34,0.422,8.5,28.6,36,19.6,57.7,1,362,1,0.7841,High Risk,2
DRV4062,VEH4062,51,22,1,1,Hatchback,10,1000,52.9,3.1,2.22,0.439,30.5,3.0,71,22.6,90.1,9,290,1,0.3825,Medium Risk,1
DRV4063,VEH4063,42,9,3,1,Two-Wheeler,10,100,81.7,14.41,7.81,0.052,28.3,2.6,70,8.6,81.0,11,3,0,0.5274,Medium Risk,1
DRV4064,VEH4064,33,6,1,0,Hatchback,12,1000,47.6,11.16,15.62,0.444,43.0,37.5,33,26.5,59.6,15,237,1,0.6998,High Risk,2
DRV4065,VEH4065,56,36,1,0,Two-Wheeler,8,160,73.8,0.94,13.47,0.53,24.3,44.2,27,29.3,53.8,2,291,1,0.7911,High Risk,2
DRV4066,VEH4066,46,6,0,0,Hatchback,6,1400,63.7,8.49,1.43,0.442,22.2,3.8,36,27.9,85.9,1,97,1,0.362,Medium Risk,1
DRV4067,VEH4067,50,5,1,0,Two-Wheeler,14,100,65.8,13.87,10.84,0.319,19.7,2.4,112,31.8,47.6,3,326,1,0.7043,High Risk,2
DRV4068,VEH4068,20,1,1,1,SUV,5,1500,74.4,16.42,2.17,0.331,5.8,32.2,36,10.5,74.8,8,98,1,0.4961,Medium Risk,1
DRV4069,VEH4069,23,4,1,0,Sedan,4,1800,50.1,16.06,5.16,0.375,1.6,21.6,58,38.3,71.8,12,141,1,0.4623,Medium Risk,1
DRV4070,VEH4070,59,15,2,2,Two-Wheeler,0,200,33.0,0.73,7.47,0.202,5.5,43.0,35,39.2,80.0,6,9,0,0.3474,Low Risk,0
DRV4071,VEH4071,50,30,0,0,Two-Wheeler,1,125,85.0,17.67,8.97,0.052,23.7,4.7,120,32.3,57.9,4,30,0,0.6525,High Risk,2
DRV4072,VEH4072,36,4,3,1,Sedan,1,1400,69.6,0.83,8.7,0.266,11.5,11.5,25,9.1,55.2,12,81,0,0.6778,High Risk,2
DRV4073,VEH4073,38,4,0,2,Hatchback,13,1200,41.2,1.65,9.12,0.055,32.0,42.5,78,7.2,43.6,14,278,1,0.8115,High Risk,2
DRV4074,VEH4074,19,0,0,1,Hatchback,14,800,92.7,4.74,1.18,0.315,16.4,24.7,96,43.8,63.0,6,173,1,0.3705,Medium Risk,1
DRV4075,VEH4075,34,12,0,0,Sedan,0,1000,47.2,0.67,13.73,0.356,12.5,30.5,113,48.0,50.5,12,208,1,0.7773,High Risk,2
DRV4076,VEH4076,31,3,1,0,Hatchback,4,800,90.2,0.98,12.32,0.31,33.4,1.6,43,14.9,45.5,11,257,1,0.7413,High Risk,2
DRV4077,VEH4077,35,12,3,1,Two-Wheeler,4,200,70.1,12.65,9.73,0.145,23.2,19.3,30,27.0,98.4,13,248,1,0.5513,Medium Risk,1
DRV4078,VEH4078,53,5,0,0,Hatchback,10,1200,90.3,2.21,10.63,0.372,31.1,27.4,47,27.3,71.3,1,111,1,0.4743,Medium Risk,1
DRV4079,VEH4079,23,1,1,1,Hatchback,0,1400,45.0,15.43,6.81,0.075,25.8,17.5,24,25.1,98.6,1,40,0,0.4623,Medium Risk,1
DRV4080,VEH4080,56,5,1,0,Two-Wheeler,0,125,74.1,10.94,11.68,0.122,11.4,47.4,48,23.5,42.7,8,125,1,0.7657,High Risk,2
DRV4081,VEH4081,42,7,3,0,SUV,2,1800,91.0,10.2,2.61,0.359,30.2,26.2,99,49.0,54.8,6,232,1,0.7102,High Risk,2
DRV4082,VEH4082,45,21,3,1,SUV,12,800,41.6,2.68,13.65,0.35,40.9,22.8,65,49.2,88.7,4,15,0,0.5782,Medium Risk,1
DRV4083,VEH4083,47,17,0,0,Hatchback,15,1500,60.6,16.79,5.29,0.512,35.4,48.7,81,38.2,94.5,5,163,1,0.6808,High Risk,2
DRV4084,VEH4084,22,3,1,1,Two-Wheeler,13,125,45.4,7.8,6.13,0.528,43.4,34.0,49,48.0,97.6,10,110,1,0.6149,Medium Risk,1
DRV4085,VEH4085,61,32,1,0,Van,3,1000,84.5,13.63,3.1,0.503,33.7,35.3,111,33.7,92.0,5,253,1,0.5931,Medium Risk,1
DRV4086,VEH4086,45,24,1,1,Hatchback,14,2000,32.6,14.6,11.48,0.287,15.3,23.9,25,6.8,65.6,8,78,0,0.5684,Medium Risk,1
DRV4087,VEH4087,45,1,0,0,Hatchback,2,1000,38.2,17.56,14.34,0.126,26.5,3.1,26,52.2,55.0,6,361,1,0.6691,High Risk,2
DRV4088,VEH4088,26,3,3,2,SUV,7,1200,28.1,13.71,9.72,0.475,22.6,26.9,103,6.2,75.2,8,308,1,0.6603,High Risk,2
DRV4089,VEH4089,59,31,0,1,Sedan,1,1800,56.7,0.91,6.79,0.394,16.1,42.3,57,33.0,43.1,14,167,1,0.6543,High Risk,2
DRV4090,VEH4090,47,19,0,0,Sedan,15,1000,89.2,9.79,12.14,0.369,10.6,35.5,23,44.7,73.7,10,164,1,0.5522,Medium Risk,1
DRV4091,VEH4091,40,7,1,2,Van,4,800,90.7,2.63,3.22,0.492,24.3,42.1,30,46.3,96.6,11,252,1,0.5039,Medium Risk,1
DRV4092,VEH4092,57,4,1,1,Hatchback,2,1500,29.5,0.97,12.25,0.397,36.5,6.8,68,20.1,97.0,8,268,1,0.4507,Medium Risk,1
DRV4093,VEH4093,26,1,1,0,Two-Wheeler,1,100,73.5,13.93,12.21,0.406,3.7,4.9,118,34.8,84.4,14,122,1,0.5118,Medium Risk,1
DRV4094,VEH4094,27,3,3,0,Two-Wheeler,4,200,81.6,0.84,1.23,0.287,25.2,9.1,112,34.4,63.2,2,174,1,0.3052,Low Risk,0
DRV4095,VEH4095,26,7,2,0,Sedan,7,2000,55.4,1.25,1.45,0.345,27.6,31.3,45,6.2,43.7,5,231,1,0.7731,High Risk,2
DRV4096,VEH4096,30,3,1,0,Hatchback,1,800,57.4,6.99,9.4,0.451,6.6,39.4,80,31.8,42.8,12,73,0,0.8337,High Risk,2
DRV4097,VEH4097,44,2,1,1,Van,14,1200,90.4,15.04,2.93,0.517,33.5,5.0,40,23.9,47.7,0,255,1,0.794,High Risk,2
DRV4098,VEH4098,29,4,3,0,SUV,4,1800,49.5,5.47,5.3,0.078,44.9,18.3,92,28.4,49.0,12,277,1,0.7129,High Risk,2
DRV4099,VEH4099,52,5,0,0,Hatchback,4,1800,44.5,2.15,15.85,0.082,38.5,30.3,71,34.3,40.4,6,297,1,0.7783,High Risk,2
DRV4100,VEH4100,25,1,1,1,SUV,1,1800,70.3,16.84,3.8,0.287,35.9,46.5,28,47.6,88.7,5,267,1,0.6214,High Risk,2
DRV4101,VEH4101,38,18,2,1,Two-Wheeler,11,150,66.9,14.47,12.06,0.117,42.4,13.3,43,49.1,94.4,4,172,1,0.6271,High Risk,2
DRV4102,VEH4102,46,17,1,0,Van,5,1000,71.4,13.64,8.57,0.189,20.2,39.8,68,12.4,58.0,13,221,1,0.7286,High Risk,2
DRV4103,VEH4103,42,15,2,1,Hatchback,10,800,67.3,5.76,5.39,0.29,31.9,28.8,104,26.1,89.3,8,269,1,0.4924,Medium Risk,1
DRV4104,VEH4104,23,3,0,1,Two-Wheeler,9,100,59.4,15.65,12.0,0.133,11.0,29.8,91,6.0,76.1,7,305,1,0.5346,Medium Risk,1
DRV4105,VEH4105,42,21,3,0,Van,2,1200,31.8,8.07,11.63,0.503,25.2,23.3,83,37.6,79.8,7,81,0,0.5634,Medium Risk,1
DRV4106,VEH4106,31,0,3,1,Hatchback,6,800,31.1,13.93,5.5,0.106,28.4,37.9,37,46.8,50.0,6,210,1,0.7042,High Risk,2
DRV4107,VEH4107,35,4,0,0,Sedan,7,800,48.4,1.61,15.72,0.359,27.5,38.8,105,21.1,71.1,5,208,1,0.4996,Medium Risk,1
DRV4108,VEH4108,47,15,0,1,Van,0,1400,79.9,2.8,4.78,0.447,43.5,1.1,107,7.0,95.8,1,13,0,0.4222,Medium Risk,1
DRV4109,VEH4109,28,3,0,0,Hatchback,1,1400,38.8,2.39,5.37,0.071,32.0,45.6,38,45.7,50.9,13,80,0,0.6779,High Risk,2
DRV4110,VEH4110,45,21,1,1,Sedan,1,1800,72.9,16.06,15.09,0.203,12.6,30.4,10,19.7,43.0,11,319,1,0.7699,High Risk,2
DRV4111,VEH4111,38,1,0,0,Two-Wheeler,9,150,62.2,14.46,11.47,0.397,25.9,13.7,44,31.9,41.4,3,186,1,0.8256,High Risk,2
DRV4112,VEH4112,35,12,0,1,Two-Wheeler,10,150,32.3,3.74,7.08,0.14,18.3,38.0,89,5.6,52.6,12,129,1,0.6817,High Risk,2
DRV4113,VEH4113,35,12,3,1,Two-Wheeler,1,125,59.1,1.64,0.73,0.091,6.5,34.6,116,33.2,43.0,4,62,0,0.8466,High Risk,2
DRV4114,VEH4114,34,14,1,1,Hatchback,8,1400,37.3,8.67,12.07,0.055,21.3,26.7,80,40.9,76.1,9,302,1,0.4578,Medium Risk,1
DRV4115,VEH4115,53,3,2,1,Sedan,3,1500,57.8,9.36,4.89,0.323,23.3,16.7,71,12.4,45.4,4,351,1,0.8491,High Risk,2
DRV4116,VEH4116,22,0,1,0,Sedan,0,800,47.4,4.16,12.63,0.378,43.5,32.9,116,4.4,97.4,8,296,1,0.5486,Medium Risk,1
DRV4117,VEH4117,57,17,3,1,Van,9,1400,87.2,15.56,15.8,0.051,43.6,44.8,85,19.3,84.6,10,175,1,0.7673,High Risk,2
DRV4118,VEH4118,36,2,3,1,SUV,14,1500,70.9,16.8,4.34,0.124,26.2,26.9,17,38.3,79.3,0,275,1,0.5641,Medium Risk,1
DRV4119,VEH4119,38,8,1,1,SUV,11,2000,40.2,1.39,6.73,0.064,2.9,22.3,78,24.0,58.6,12,246,1,0.8188,High Risk,2
